ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
2967,nhtsa-sgo-13781-5012,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5012. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: GA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5012 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5012,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2968,nhtsa-sgo-13781-5011,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5011. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5011 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5011,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2969,nhtsa-sgo-13781-5010,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5010. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5010 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5010,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2970,nhtsa-sgo-13781-4988,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4988. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CO. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4988 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4988,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2971,nhtsa-sgo-13781-4987,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4987. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4987 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4987,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2972,nhtsa-sgo-13781-4986,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4986. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4986 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4986,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2973,nhtsa-sgo-13781-4983,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4983. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: OH. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4983 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4983,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2974,nhtsa-sgo-13781-4968,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4968. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: MI. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4968 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4968,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2975,nhtsa-sgo-13781-4967,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4967. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: SUV. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4967 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4967,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2976,nhtsa-sgo-13781-4966,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4966. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: SUV. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4966 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4966,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2977,nhtsa-sgo-13781-4962,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4962. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: SUV. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4962 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4962,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2978,nhtsa-sgo-13781-4961,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4961. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: SUV. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4961 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4961,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2979,nhtsa-sgo-13781-4957,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4957. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Heavy Truck. State: NC. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4957 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4957,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2980,nhtsa-sgo-13781-4956,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4956. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: MD. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4956 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4956,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2981,nhtsa-sgo-13781-4954,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4954. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4954 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4954,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2982,nhtsa-sgo-13781-4952,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4952. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: SUV. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4952 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4952,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2983,nhtsa-sgo-13781-4949,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-4949. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4949 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-4949,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2984,nhtsa-sgo-13781-5248,"Tesla, Inc.",2022-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5248. Report type: 10-Day Update. Engagement status: Unknown, see Narrative. Vehicle: Tesla Model Y. Highest injury severity alleged: Fatality. Crash with: Unknown. State: FL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5248 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5248,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2985,nhtsa-sgo-13781-5169,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5169. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Pole / Tree. State: PA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5169 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5169,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2986,nhtsa-sgo-13781-5168,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5168. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5168 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5168,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2987,nhtsa-sgo-13781-5167,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5167. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5167 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5167,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2988,nhtsa-sgo-13781-5166,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5166. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: IL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5166 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5166,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2989,nhtsa-sgo-13781-5150,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5150. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: MA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5150 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5150,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2990,nhtsa-sgo-13781-5148,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5148. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: MA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5148 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5148,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2991,nhtsa-sgo-13781-5165,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5165. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Fatality. Crash with: Pickup Truck. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5165 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5165,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2992,nhtsa-sgo-13781-5163,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5163. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model X. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5163 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5163,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2993,nhtsa-sgo-13781-5162,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5162. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5162 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5162,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2994,nhtsa-sgo-13781-5151,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5151. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: MD. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5151 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5151,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2995,nhtsa-sgo-13781-5149,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5149. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: IL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5149 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5149,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2996,nhtsa-sgo-13781-5147,"Tesla, Inc.",2023-03-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5147. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5147 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5147,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2997,nhtsa-sgo-13781-5354,"Tesla, Inc.",2023-04-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5354. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model 3. Highest injury severity alleged: Unknown. Crash with: Heavy Truck. State: TN. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5354 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5354,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2998,nhtsa-sgo-13781-5355,"Tesla, Inc.",2023-04-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5355. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: SUV. State: NJ. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5355 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5355,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
2999,nhtsa-sgo-13781-5349,"Tesla, Inc.",2023-04-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-5349. Report type: 10-Day Update. Engagement status: ADAS. Vehicle: Tesla Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5349 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-5349,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
