ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
139,ca-dmv-zoox-2025-07-18,Zoox,2025-07-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-07-18.,,https://www.dmv.ca.gov/portal/file/zoox_071825-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_071825-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
140,ca-dmv-waymo-2025-07-16-2,Waymo,2025-07-16,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-16.,,https://www.dmv.ca.gov/portal/file/waymo_071625_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_071625_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
141,ca-dmv-waymo-2025-07-16-1,Waymo,2025-07-16,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-16.,,https://www.dmv.ca.gov/portal/file/waymo_071625_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_071625_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
142,ca-dmv-zoox-2025-07-07,Zoox,2025-07-07,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-07-07.,,https://www.dmv.ca.gov/portal/file/zoox_070725-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_070725-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
143,ca-dmv-waymo-2025-07-02,Waymo,2025-07-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-02.,,https://www.dmv.ca.gov/portal/file/waymo_07022025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_07022025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
144,ca-dmv-zoox-2025-06-26,Zoox,2025-06-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-06-26.,,https://www.dmv.ca.gov/portal/file/zoox_06262025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_06262025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
145,ca-dmv-zoox-2025-06-23,Zoox,2025-06-23,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-06-23.,,https://www.dmv.ca.gov/portal/file/zoox_06232025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_06232025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
146,ca-dmv-waymo-2025-06-21,Waymo,2025-06-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-06-21.,,https://www.dmv.ca.gov/portal/file/waymo_06212025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_06212025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
147,ca-dmv-waymo-2025-06-20,Waymo,2025-06-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-06-20.,,https://www.dmv.ca.gov/portal/file/waymo_06202025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_06202025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
148,ca-dmv-zoox-2025-06-20,Zoox,2025-06-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-06-20.,,https://www.dmv.ca.gov/portal/file/zoox_06202025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_06202025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
149,ca-dmv-zoox-2025-06-18,Zoox,2025-06-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-06-18.,,https://www.dmv.ca.gov/portal/file/zoox_06182025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_06182025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
150,ca-dmv-waymo-2025-06-17,Waymo,2025-06-17,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-06-17.,,https://www.dmv.ca.gov/portal/file/waymo_06172025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_06172025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
151,ca-dmv-waymo-2025-06-12,Waymo,2025-06-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-06-12.,,https://www.dmv.ca.gov/portal/file/waymo_06122025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_06122025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
152,ca-dmv-zoox-2025-06-12,Zoox,2025-06-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-06-12.,,https://www.dmv.ca.gov/portal/file/zoox_06122025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_06122025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
153,ca-dmv-nuro-2025-06-10,Nuro,2025-06-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Nuro dated 2025-06-10.,,https://www.dmv.ca.gov/portal/file/nuro_06102025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/nuro_06102025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
154,ca-dmv-waymo-2025-05-29,Waymo,2025-05-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-05-29.,,https://www.dmv.ca.gov/portal/file/waymo_05292025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_05292025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
155,ca-dmv-zoox-2025-05-29,Zoox,2025-05-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-05-29.,,https://www.dmv.ca.gov/portal/file/zoox_05292025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_05292025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
156,ca-dmv-zoox-2025-05-21,Zoox,2025-05-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-05-21.,,https://www.dmv.ca.gov/portal/file/zoox_05212025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_05212025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
157,ca-dmv-waymo-2025-05-14,Waymo,2025-05-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-05-14.,,https://www.dmv.ca.gov/portal/file/waymo_05142025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_05142025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
158,ca-dmv-zoox-2025-05-13,Zoox,2025-05-13,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-05-13.,,https://www.dmv.ca.gov/portal/file/zoox_05132025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_05132025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
