ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
98,ca-dmv-waymo-2025-10-11,Waymo,2025-10-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-11.,,https://www.dmv.ca.gov/portal/file/waymo_101125_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_101125_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
99,ca-dmv-waymo-2025-10-09-2,Waymo,2025-10-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-09.,,https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
100,ca-dmv-waymo-2025-10-09-1,Waymo,2025-10-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-09.,,https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
101,ca-dmv-waymo-2025-10-07,Waymo,2025-10-07,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-07.,,https://www.dmv.ca.gov/portal/file/waymo_100725_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_100725_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
102,ca-dmv-waymo-2025-10-04,Waymo,2025-10-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-04.,,https://www.dmv.ca.gov/portal/file/waymo_100425_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_100425_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
103,ca-dmv-waymo-2025-10-03,Waymo,2025-10-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-10-03.,,https://www.dmv.ca.gov/portal/file/waymo_100325_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_100325_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
104,ca-dmv-zoox-2025-09-28,Zoox,2025-09-28,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-09-28.,,https://www.dmv.ca.gov/portal/file/zoox_09282025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_09282025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
105,ca-dmv-waymo-2025-09-28,Waymo,2025-09-28,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-28.,,https://www.dmv.ca.gov/portal/file/waymo_09282025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09282025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
106,ca-dmv-waymo-2025-09-26,Waymo,2025-09-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-26.,,https://www.dmv.ca.gov/portal/file/waymo_09262025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09262025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
107,ca-dmv-waymo-2025-09-25,Waymo,2025-09-25,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-25.,,https://www.dmv.ca.gov/portal/file/waymo_09252025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09252025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
108,ca-dmv-waymo-2025-09-24,Waymo,2025-09-24,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-24.,,https://www.dmv.ca.gov/portal/file/waymo_09242025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09242025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
109,ca-dmv-waymo-2025-09-23,Waymo,2025-09-23,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-23.,,https://www.dmv.ca.gov/portal/file/waymo_09232025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09232025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
110,ca-dmv-waymo-2025-09-19,Waymo,2025-09-19,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-19.,,https://www.dmv.ca.gov/portal/file/waymo_09192025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09192025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
111,ca-dmv-zoox-2025-09-18,Zoox,2025-09-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-09-18.,,https://www.dmv.ca.gov/portal/file/zoox_091825_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_091825_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
112,ca-dmv-waymo-2025-09-11,Waymo,2025-09-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-11.,,https://www.dmv.ca.gov/portal/file/waymo_091125_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_091125_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
113,ca-dmv-waymo-2025-09-10,Waymo,2025-09-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-10.,,https://www.dmv.ca.gov/portal/file/waymo_091025_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_091025_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
114,ca-dmv-zoox-2025-09-09,Zoox,2025-09-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-09-09.,,https://www.dmv.ca.gov/portal/file/zoox_090925_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_090925_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
115,ca-dmv-nuro-2025-09-02,Nuro,2025-09-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Nuro dated 2025-09-02.,,https://www.dmv.ca.gov/portal/file/nuro_090225_redeacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/nuro_090225_redeacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
116,ca-dmv-waymo-2025-09-03,Waymo,2025-09-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-03.,,https://www.dmv.ca.gov/portal/file/waymo_09032025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09032025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
117,ca-dmv-waymo-2025-09-01,Waymo,2025-09-01,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-09-01.,,https://www.dmv.ca.gov/portal/file/waymo_090125_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_090125_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
118,ca-dmv-waymo-2025-08-29,Waymo,2025-08-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-29.,,https://www.dmv.ca.gov/portal/file/waymo_082925-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_082925-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
119,ca-dmv-zoox-2025-08-26,Zoox,2025-08-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-08-26.,,https://www.dmv.ca.gov/portal/file/zoox_082625-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_082625-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
120,ca-dmv-waymo-2025-08-24,Waymo,2025-08-24,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-24.,,https://www.dmv.ca.gov/portal/file/waymo_082425-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_082425-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
121,ca-dmv-ohmio-2025-08-23,Ohmio,2025-08-23,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Ohmio dated 2025-08-23.,,https://www.dmv.ca.gov/portal/file/ohmio_08232025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/ohmio_08232025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
122,ca-dmv-waymo-2025-08-22,Waymo,2025-08-22,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-22.,,https://www.dmv.ca.gov/portal/file/waymo_082225-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_082225-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
123,ca-dmv-waymo-2025-08-21-2,Waymo,2025-08-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-21.,,https://www.dmv.ca.gov/portal/file/waymo_082125-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_082125-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
124,ca-dmv-waymo-2025-08-21-1,Waymo,2025-08-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-21.,,https://www.dmv.ca.gov/portal/file/waymo_082125-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_082125-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
125,ca-dmv-zoox-2025-08-21,Zoox,2025-08-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-08-21.,,https://www.dmv.ca.gov/portal/file/zoox_082125_redacted-pdf | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_082125_redacted-pdf,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
126,ca-dmv-waymo-2025-08-10,Waymo,2025-08-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-08-10.,,https://www.dmv.ca.gov/portal/file/waymo_081025_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_081025_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
127,ca-dmv-zoox-2025-08-07,Zoox,2025-08-07,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-08-07.,,https://www.dmv.ca.gov/portal/file/zoox_080725-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_080725-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
128,ca-dmv-waymo-2025-07-31-2,Waymo,2025-07-31,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-31.,,https://www.dmv.ca.gov/portal/file/waymo_073125_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_073125_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
129,ca-dmv-waymo-2025-07-31-1,Waymo,2025-07-31,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-31.,,https://www.dmv.ca.gov/portal/file/waymo_073125_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_073125_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
130,ca-dmv-nuro-2025-07-30,Nuro,2025-07-30,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Nuro dated 2025-07-30.,,https://www.dmv.ca.gov/portal/file/nuro_073025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/nuro_073025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
131,ca-dmv-waymo-2025-07-29,Waymo,2025-07-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-29.,,https://www.dmv.ca.gov/portal/file/waymo_072925-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_072925-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
132,ca-dmv-zoox-2025-07-27,Zoox,2025-07-27,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-07-27.,,https://www.dmv.ca.gov/portal/file/zoox_072725-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_072725-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
133,ca-dmv-waymo-2025-07-26,Waymo,2025-07-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-26.,,https://www.dmv.ca.gov/portal/file/waymo_072625-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_072625-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
134,ca-dmv-waymo-2025-07-23,Waymo,2025-07-23,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-23.,,https://www.dmv.ca.gov/portal/file/waymo_072325-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_072325-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
135,ca-dmv-waymo-2025-07-22,Waymo,2025-07-22,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-22.,,https://www.dmv.ca.gov/portal/file/waymo_072225-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_072225-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
136,ca-dmv-waymo-2025-07-21,Waymo,2025-07-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-21.,,https://www.dmv.ca.gov/portal/file/waymo_07212025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_07212025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
137,ca-dmv-waymo-2025-07-20,Waymo,2025-07-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-07-20.,,https://www.dmv.ca.gov/portal/file/waymo_07202025-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_07202025-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
138,ca-dmv-zoox-2025-07-19,Zoox,2025-07-19,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-07-19.,,https://www.dmv.ca.gov/portal/file/zoox_071925-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_071925-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
